PHD SCHEDULE 8D TABLE 1 - PORTFOLIO HOLDINGS INFORMATION FOR THE DIVERSIFIED MY SUPER OPTION  - ASSETS - 2024-12-31,,,,,,,,,,,,
ASSET CLASS,INTERNALLY MANAGED OR EXTERNALLY MANAGED,NAME OF INSTITUTION,NAME OF ISSUER / COUNTERPARTY,NAME OF FUND MANAGER,NAME / KIND OF INVESTMENT ITEM,CURRENCY,SECURITY IDENTIFIER,ADDRESS,% OWNERSHIP / PROPERTY HELD,UNITS HELD,VALUE(AUD),WEIGHTING(%)
LISTED EQUITY,-,-,-,-,"TOPPAN HOLDINGS, INC.",-,7911 JP,-,,"2,004","$86,684",0.00%
LISTED EQUITY,-,-,-,-,TELUS CORP.,-,T CN,-,,"3,945","$86,349",0.00%
LISTED EQUITY,-,-,-,-,MITSUI OSK LINES LTD.,-,9104 JP,-,,"1,520","$86,056",0.00%
LISTED EQUITY,-,-,-,-,WH GROUP LTD.,-,288 HK,-,,"68,758","$85,920",0.00%
LISTED EQUITY,-,-,-,-,HEIDELBERG MATERIALS AG,-,HEI GR,-,,429,"$85,622",0.00%
LISTED EQUITY,-,-,-,-,DAI NIPPON PRINTING CO. LTD.,-,7912 JP,-,,"3,732","$85,116",0.00%
LISTED EQUITY,-,-,-,-,FUJI ELECTRIC CO. LTD.,-,6504 JP,-,,967,"$85,087",0.00%
LISTED EQUITY,-,-,-,-,AMUNDI SA,-,AMUN FP,-,,792,"$85,030",0.00%
LISTED EQUITY,-,-,-,-,YASKAWA ELECTRIC CORP.,-,6506 JP,-,,"2,004","$83,760",0.00%
LISTED EQUITY,-,-,-,-,ATLAS COPCO AB,-,ATCOA SS,-,,"3,343","$82,516",0.00%
LISTED EQUITY,-,-,-,-,RANDSTAD NV,-,RAND NA,-,,"1,207","$82,149",0.00%
LISTED EQUITY,-,-,-,-,EMS-CHEMIE HOLDING AG,-,EMSN SW,-,,75,"$82,088",0.00%
LISTED EQUITY,-,-,-,-,DAIFUKU CO. LTD.,-,6383 JP,-,,"2,419","$82,025",0.00%
LISTED EQUITY,-,-,-,-,IMCD NV,-,IMCD NA,-,,338,"$81,099",0.00%
LISTED EQUITY,-,-,-,-,KINGFISHER PLC,-,KGF LN,-,,"15,940","$80,189",0.00%
LISTED EQUITY,-,-,-,-,J FRONT RETAILING CO. LTD.,-,3086 JP,-,,"3,662","$80,077",0.00%
LISTED EQUITY,-,-,-,-,MAZDA MOTOR CORP.,-,7261 JP,-,,"7,187","$80,025",0.00%
LISTED EQUITY,-,-,-,-,OMRON CORP.,-,6645 JP,-,,"1,451","$79,832",0.00%
LISTED EQUITY,-,-,-,-,"HANKYU HANSHIN HOLDINGS, INC.",-,9042 JP,-,,"1,866","$78,942",0.00%
LISTED EQUITY,-,-,-,-,MATSUKIYOCOCOKARA & CO.,-,3088 JP,-,,"3,317","$78,573",0.00%
LISTED EQUITY,-,-,-,-,WILMAR INTERNATIONAL LTD.,-,WIL SP,-,,"21,353","$78,369",0.00%
LISTED EQUITY,-,-,-,-,SKF AB,-,SKFB SS,-,,"2,554","$77,505",0.00%
LISTED EQUITY,-,-,-,-,KAWASAKI KISEN KAISHA LTD.,-,9107 JP,-,,"3,317","$76,852",0.00%
LISTED EQUITY,-,-,-,-,SAIPEM SPA,-,SPM IM,-,,"18,181","$76,292",0.00%
LISTED EQUITY,-,-,-,-,NIBE INDUSTRIER AB,-,NIBEB SS,-,,"11,869","$75,020",0.00%
LISTED EQUITY,-,-,-,-,MTR CORP. LTD.,-,66 HK,-,,"13,130","$73,981",0.00%
LISTED EQUITY,-,-,-,-,SPIRAX GROUP PLC,-,SPX LN,-,,529,"$73,398",0.00%
LISTED EQUITY,-,-,-,-,INDUTRADE AB,-,INDT SS,-,,"1,768","$71,573",0.00%
LISTED EQUITY,-,-,-,-,BARRY CALLEBAUT AG,-,BARN SW,-,,33,"$71,174",0.00%
LISTED EQUITY,-,-,-,-,"MINEBEA MITSUMI, INC.",-,6479 JP,-,,"2,695","$71,167",0.00%
LISTED EQUITY,-,-,-,-,"BRINKER INTERNATIONAL, INC.",-,EAT US,-,,332,"$71,019",0.00%
LISTED EQUITY,-,-,-,-,SANDS CHINA LTD.,-,1928 HK,-,,"16,308","$70,869",0.00%
LISTED EQUITY,-,-,-,-,CTS EVENTIM AG & CO. KGAA,-,EVD GR,-,,516,"$70,491",0.00%
LISTED EQUITY,-,-,-,-,WHITBREAD PLC,-,WTB LN,-,,"1,180","$70,293",0.00%
LISTED EQUITY,-,-,-,-,REDEIA CORP. SA,-,RED SM,-,,"2,542","$70,157",0.00%
LISTED EQUITY,-,-,-,-,BRENNTAG SE,-,BNR GR,-,,724,"$70,037",0.00%
LISTED EQUITY,-,-,-,-,MOWI ASA,-,MOWI NO,-,,"2,526","$69,951",0.00%
LISTED EQUITY,-,-,-,-,EZ TEC EMPREENDIMENTOS E PARTICIPACOES SA,-,EZTC3 BZ,-,,"24,255","$68,676",0.00%
LISTED EQUITY,-,-,-,-,LUNDIN MINING CORP.,-,LUN CN,-,,"4,919","$68,340",0.00%
LISTED EQUITY,-,-,-,-,ENTAIN PLC,-,ENT LN,-,,"4,915","$68,316",0.00%
LISTED EQUITY,-,-,-,-,AISIN CORP.,-,7259 JP,-,,"3,732","$68,166",0.00%
LISTED EQUITY,-,-,-,-,BAYERISCHE MOTOREN WERKE AG,-,BMW3 GR,-,,562,"$68,027",0.00%
LISTED EQUITY,-,-,-,-,"FRANKLIN RESOURCES, INC.",-,BEN US,-,,"2,071","$67,869",0.00%
LISTED EQUITY,-,-,-,-,NEXON CO. LTD.,-,3659 JP,-,,"2,764","$67,509",0.00%
LISTED EQUITY,-,-,-,-,SECURITAS AB,-,SECUB SS,-,,"3,351","$67,054",0.00%
LISTED EQUITY,-,-,-,-,SYENSQO SA,-,SYENS BB,-,,568,"$67,032",0.00%
LISTED EQUITY,-,-,-,-,KURITA WATER INDUSTRIES LTD.,-,6370 JP,-,,"1,175","$66,932",0.00%
LISTED EQUITY,-,-,-,-,GLOBAL-E ONLINE LTD.,-,GLBE US,-,,753,"$66,278",0.00%
LISTED EQUITY,-,-,-,-,"NIPPON EXPRESS HOLDINGS, INC.",-,9147 JP,-,,"2,695","$66,278",0.00%
LISTED EQUITY,-,-,-,-,WESTLAKE CORP.,-,WLK US,-,,357,"$66,156",0.00%
LISTED EQUITY,-,-,-,-,ISRAEL DISCOUNT BANK LTD.,-,DSCT IT,-,,"5,971","$65,952",0.00%
LISTED EQUITY,-,-,-,-,DELIVERY HERO SE,-,DHER GR,-,,"1,449","$65,727",0.00%
LISTED EQUITY,-,-,-,-,"VAIL RESORTS, INC.",-,MTN US,-,,216,"$65,484",0.00%
LISTED EQUITY,-,-,-,-,TELE2 AB,-,TEL2B SS,-,,"4,074","$65,054",0.00%
LISTED EQUITY,-,-,-,-,SOUTHWEST AIRLINES CO.,-,LUV US,-,,"1,198","$65,028",0.00%
LISTED EQUITY,-,-,-,-,ZENSHO HOLDINGS CO. LTD.,-,7550 JP,-,,691,"$63,660",0.00%
LISTED EQUITY,-,-,-,-,HOLMEN AB,-,HOLMB SS,-,,"1,054","$62,572",0.00%
LISTED EQUITY,-,-,-,-,LOTUS BAKERIES NV,-,LOTB BB,-,,3,"$62,294",0.00%
LISTED EQUITY,-,-,-,-,BEIJER REF AB,-,BEIJB SS,-,,"2,609","$62,193",0.00%
LISTED EQUITY,-,-,-,-,WEST FRASER TIMBER CO. LTD.,-,WFG CN,-,,439,"$61,473",0.00%
LISTED EQUITY,-,-,-,-,CONCORDIA FINANCIAL GROUP LTD.,-,7186 JP,-,,"6,841","$61,244",0.00%
LISTED EQUITY,-,-,-,-,"TOKYO ELECTRIC POWER CO. HOLDINGS, INC.",-,9501 JP,-,,"12,508","$61,057",0.00%
LISTED EQUITY,-,-,-,-,ASR NEDERLAND NV,-,ASRNL NA,-,,795,"$60,845",0.00%
LISTED EQUITY,-,-,-,-,"BIO-RAD LABORATORIES, INC.",-,BIO US,-,,114,"$60,497",0.00%
LISTED EQUITY,-,-,-,-,INVESTMENT AB LATOUR,-,LATOB SS,-,,"1,499","$60,448",0.00%
LISTED EQUITY,-,-,-,-,INDUSTRIVARDEN AB,-,INDUC SS,-,,"1,175","$59,947",0.00%
LISTED EQUITY,-,-,-,-,TOKYU CORP.,-,9005 JP,-,,"3,455","$59,938",0.00%
LISTED EQUITY,-,-,-,-,SEKISUI CHEMICAL CO. LTD.,-,4204 JP,-,,"2,142","$59,771",0.00%
LISTED EQUITY,-,-,-,-,"ESSENTIAL UTILITIES, INC.",-,WTRG US,-,,"1,017","$59,670",0.00%
LISTED EQUITY,-,-,-,-,PUMA SE,-,PUM GR,-,,801,"$59,420",0.00%
LISTED EQUITY,-,-,-,-,"AGC, INC.",-,5201 JP,-,,"1,244","$59,122",0.00%
LISTED EQUITY,-,-,-,-,UNITED UTILITIES GROUP PLC,-,UU LN,-,,"2,747","$58,424",0.00%
LISTED EQUITY,-,-,-,-,SIG GROUP AG,-,SIGN SW,-,,"1,829","$58,288",0.00%
LISTED EQUITY,-,-,-,-,HOSHIZAKI CORP.,-,6465 JP,-,,898,"$57,831",0.00%
LISTED EQUITY,-,-,-,-,ADECCO GROUP AG,-,ADEN SW,-,,"1,447","$57,664",0.00%
LISTED EQUITY,-,-,-,-,AGEAS SA,-,AGS BB,-,,726,"$56,968",0.00%
LISTED EQUITY,-,-,-,-,SUNTORY BEVERAGE & FOOD LTD.,-,2587 JP,-,,"1,106","$56,961",0.00%
LISTED EQUITY,-,-,-,-,"DESCARTES SYSTEMS GROUP, INC.",-,DSG CN,-,,310,"$56,936",0.00%
LISTED EQUITY,-,-,-,-,ELEMENT FLEET MANAGEMENT CORP.,-,EFN CN,-,,"1,730","$56,470",0.00%
LISTED EQUITY,-,-,-,-,SAVOLA GROUP,-,SAVOLA AB,-,,"3,549","$55,990",0.00%
LISTED EQUITY,-,-,-,-,REXEL SA,-,RXL FP,-,,"1,348","$55,469",0.00%
LISTED EQUITY,-,-,-,-,HKT TRUST & HKT LTD.,-,6823 HK,-,,"27,641","$55,173",0.00%
LISTED EQUITY,-,-,-,-,JERONIMO MARTINS SGPS SA,-,JMT PL,-,,"1,770","$54,630",0.00%
LISTED EQUITY,-,-,-,-,TMX GROUP LTD.,-,X CN,-,,"1,088","$54,122",0.00%
LISTED EQUITY,-,-,-,-,TEMENOS AG,-,TEMN SW,-,,468,"$53,445",0.00%
LISTED EQUITY,-,-,-,-,NIPPON SANSO HOLDINGS CORP.,-,4091 JP,-,,"1,175","$53,410",0.00%
LISTED EQUITY,-,-,-,-,"GILDAN ACTIVEWEAR, INC.",-,GIL CN,-,,700,"$53,182",0.00%
LISTED EQUITY,-,-,-,-,BALOISE HOLDING AG,-,BALN SW,-,,180,"$52,546",0.00%
LISTED EQUITY,-,-,-,-,LEG IMMOBILIEN SE,-,LEG GR,-,,382,"$52,280",0.00%
LISTED EQUITY,-,-,-,-,HELVETIA HOLDING AG,-,HELN SW,-,,193,"$51,335",0.00%
LISTED EQUITY,-,-,-,-,KOBE BUSSAN CO. LTD.,-,3038 JP,-,,"1,451","$51,303",0.00%
LISTED EQUITY,-,-,-,-,"SBI HOLDINGS, INC.",-,8473 JP,-,,"1,244","$50,902",0.00%
LISTED EQUITY,-,-,-,-,NEMETSCHEK SE,-,NEM GR,-,,321,"$50,302",0.00%
LISTED EQUITY,-,-,-,-,"HIKARI TSUSHIN, INC.",-,9435 JP,-,,138,"$48,973",0.00%
LISTED EQUITY,-,-,-,-,MCDONALD'S HOLDINGS CO. JAPAN LTD.,-,2702 JP,-,,760,"$48,356",0.00%
LISTED EQUITY,-,-,-,-,"SAPUTO, INC.",-,SAP CN,-,,"1,706","$47,882",0.00%
LISTED EQUITY,-,-,-,-,MIZRAHI TEFAHOT BANK LTD.,-,MZTF IT,-,,679,"$47,455",0.00%
LISTED EQUITY,-,-,-,-,BKW AG,-,BKW SW,-,,177,"$47,355",0.00%
LISTED EQUITY,-,-,-,-,VERBUND AG,-,VER AV,-,,400,"$46,842",0.00%
LISTED EQUITY,-,-,-,-,"MITSUI CHEMICALS, INC.",-,4183 JP,-,,"1,313","$46,822",0.00%
LISTED EQUITY,-,-,-,-,LKQ CORP.,-,LKQ US,-,,777,"$46,144",0.00%
LISTED EQUITY,-,-,-,-,HALMA PLC,-,HLMA LN,-,,832,"$45,255",0.00%
LISTED EQUITY,-,-,-,-,JDE PEET'S NV,-,JDEP NA,-,,"1,609","$44,474",0.00%
LISTED EQUITY,-,-,-,-,FUTU HOLDINGS LTD.,-,FUTU US,-,,342,"$44,192",0.00%
LISTED EQUITY,-,-,-,-,HENDERSON LAND DEVELOPMENT CO. LTD.,-,12 HK,-,,"8,983","$44,081",0.00%
LISTED EQUITY,-,-,-,-,SG HOLDINGS CO. LTD.,-,9143 JP,-,,"2,833","$43,850",0.00%
LISTED EQUITY,-,-,-,-,RICOH CO. LTD.,-,7752 JP,-,,"2,350","$43,740",0.00%
LISTED EQUITY,-,-,-,-,BARRATT REDROW PLC,-,BTRW LN,-,,"4,852","$43,198",0.00%
LISTED EQUITY,-,-,-,-,ORACLE CORP. JAPAN,-,4716 JP,-,,276,"$43,051",0.00%
LISTED EQUITY,-,-,-,-,RATIONAL AG,-,RAA GR,-,,31,"$42,854",0.00%
LISTED EQUITY,-,-,-,-,ENDEAVOUR MINING PLC,-,EDV LN,-,,"1,460","$42,088",0.00%
LISTED EQUITY,-,-,-,-,TOROMONT INDUSTRIES LTD.,-,TIH CN,-,,330,"$42,066",0.00%
LISTED EQUITY,-,-,-,-,DEMANT AS,-,DEMANT DC,-,,706,"$41,806",0.00%
LISTED EQUITY,-,-,-,-,AUSTRALIAN VINTAGE LTD.,-,AVG AU,-,,"297,114","$41,596",0.00%
LISTED EQUITY,-,-,-,-,PERSIMMON PLC,-,PSN LN,-,,"1,702","$41,245",0.00%
LISTED EQUITY,-,-,-,-,WHARF HOLDINGS LTD.,-,4 HK,-,,"8,983","$40,812",0.00%
LISTED EQUITY,-,-,-,-,FASTIGHETS AB BALDER,-,BALDB SS,-,,"3,614","$40,573",0.00%
LISTED EQUITY,-,-,-,-,GRASIM INDUSTRIES LTD.,-,GRASIMPP IN,-,,"1,236","$40,563",0.00%
LISTED EQUITY,-,-,-,-,FORTUM OYJ,-,FORTUM FH,-,,"1,750","$39,565",0.00%
LISTED EQUITY,-,-,-,-,ROCKWOOL AS,-,ROCKB DC,-,,68,"$38,760",0.00%
LISTED EQUITY,-,-,-,-,CHIBA BANK LTD.,-,8331 JP,-,,"3,041","$38,200",0.00%
LISTED EQUITY,-,-,-,-,SINGAPORE AIRLINES LTD.,-,SIA SP,-,,"4,906","$37,409",0.00%
LISTED EQUITY,-,-,-,-,DAVIDE CAMPARI-MILANO NV,-,CPR IM,-,,"3,676","$36,994",0.00%
LISTED EQUITY,-,-,-,-,KNORR-BREMSE AG,-,KBX GR,-,,314,"$36,994",0.00%
LISTED EQUITY,-,-,-,-,YARA INTERNATIONAL ASA,-,YAR NO,-,,842,"$36,004",0.00%
LISTED EQUITY,-,-,-,-,"TIS, INC.",-,3626 JP,-,,898,"$34,501",0.00%
LISTED EQUITY,-,-,-,-,JD SPORTS FASHION PLC,-,JD LN,-,,"17,650","$34,239",0.00%
LISTED EQUITY,-,-,-,-,"SHIZUOKA FINANCIAL GROUP, INC.",-,5831 JP,-,,"2,557","$33,752",0.00%
LISTED EQUITY,-,-,-,-,RECORDATI INDUSTRIA CHIMICA E FARMACEUTICA SPA,-,REC IM,-,,388,"$32,866",0.00%
LISTED EQUITY,-,-,-,-,TOTO LTD.,-,5332 JP,-,,829,"$32,426",0.00%
LISTED EQUITY,-,-,-,-,GENTING SINGAPORE LTD.,-,GENS SP,-,,"35,796","$32,420",0.00%
LISTED EQUITY,-,-,-,-,OTSUKA CORP.,-,4768 JP,-,,829,"$30,756",0.00%
LISTED EQUITY,-,-,-,-,"M3, INC.",-,2413 JP,-,,"2,142","$30,755",0.00%
LISTED EQUITY,-,-,-,-,CK INFRASTRUCTURE HOLDINGS LTD.,-,1038 HK,-,,"2,419","$29,041",0.00%
LISTED EQUITY,-,-,-,-,JAPAN POST INSURANCE CO. LTD.,-,7181 JP,-,,967,"$28,903",0.00%
LISTED EQUITY,-,-,-,-,METSO OYJ,-,METSO FH,-,,"1,907","$28,644",0.00%
LISTED EQUITY,-,-,-,-,ONEX CORP.,-,ONEX CN,-,,225,"$28,319",0.00%
LISTED EQUITY,-,-,-,-,ICL GROUP LTD.,-,ICL IT,-,,"3,450","$27,530",0.00%
LISTED EQUITY,-,-,-,-,STORA ENSO OYJ,-,STERV FH,-,,"1,637","$26,607",0.00%
LISTED EQUITY,-,-,-,-,BERKELEY GROUP HOLDINGS PLC,-,BKG LN,-,,308,"$24,259",0.00%
LISTED EQUITY,-,-,-,-,MERIDIAN ENERGY LTD.,-,MEL NZ,-,,"4,294","$22,964",0.00%
LISTED EQUITY,-,-,-,-,AEROPORTS DE PARIS SA,-,ADP FP,-,,122,"$22,850",0.00%
LISTED EQUITY,-,-,-,-,TELECOM ITALIA SPA,-,TIT IM,-,,"55,199","$22,765",0.00%
LISTED EQUITY,-,-,-,-,NEXI SPA,-,NEXI IM,-,,"2,517","$22,561",0.00%
LISTED EQUITY,-,-,-,-,BANQUE CANTONALE VAUDOISE,-,BCVN SW,-,,149,"$22,212",0.00%
LISTED EQUITY,-,-,-,-,INFRASTRUTTURE WIRELESS ITALIANE SPA,-,INW IM,-,,"1,288","$21,144",0.00%
LISTED EQUITY,-,-,-,-,AMPLIFON SPA,-,AMP IM,-,,489,"$20,305",0.00%
LISTED EQUITY,-,-,-,-,CLARIANT AG,-,CLN SW,-,,"1,109","$19,944",0.00%
LISTED EQUITY,-,-,-,-,"CCL INDUSTRIES, INC.",-,CCLB CN,-,,225,"$18,709",0.00%
LISTED EQUITY,-,-,-,-,SCHRODERS PLC,-,SDR LN,-,,"2,788","$18,247",0.00%
LISTED EQUITY,-,-,-,-,CARL ZEISS MEDITEC AG,-,AFX GR,-,,210,"$15,993",0.00%
LISTED EQUITY,-,-,-,-,WEST JAPAN RAILWAY CO.,-,9021 JP,-,,553,"$15,891",0.00%
LISTED EQUITY,-,-,-,-,EISAI CO. LTD.,-,4523 JP,-,,346,"$15,372",0.00%
LISTED EQUITY,-,-,-,-,SALMAR ASA,-,SALM NO,-,,199,"$15,297",0.00%
LISTED EQUITY,-,-,-,-,SEMBCORP INDUSTRIES LTD.,-,SCI SP,-,,"2,280","$14,903",0.00%
LISTED EQUITY,-,-,-,-,ACCOR SA,-,AC FP,-,,186,"$14,624",0.00%
LISTED EQUITY,-,-,-,-,SWISS PRIME SITE AG,-,SPSN SW,-,,68,"$12,046",0.00%
LISTED EQUITY,-,-,-,-,MERCURY NZ LTD.,-,MCY NZ,-,,"1,424","$7,535",0.00%
LISTED EQUITY,-,-,-,-,ELIA GROUP SA,-,ELI BB,-,,53,"$6,535",0.00%
LISTED EQUITY,-,-,-,-,EDP RENOVAVEIS SA,-,EDPR PL,-,,351,"$5,895",0.00%
LISTED EQUITY,-,-,-,-,ELISA OYJ,-,ELISA FH,-,,7,$483,0.00%
LISTED EQUITY,-,-,-,-,AVOLTA AG,-,AVOL SW,-,,3,$224,0.00%
LISTED EQUITY,-,-,-,-,VOLVO CAR AB,-,VOLCARB SS,-,,38,$133,0.00%
LISTED EQUITY,-,-,-,-,CRH PLC,-,CRH LN,-,,1,$104,0.00%
LISTED EQUITY,-,-,-,-,POLESTAR AUTOMOTIVE HOLDING U.K. PLC,-,PSNY US,-,,6,$11,0.00%
LISTED EQUITY,-,-,-,-,"ABIOMED, INC.",-,2223637D US,-,,330,$0,0.00%
LISTED EQUITY,-,-,-,-,GMK NORILSKIY NICKEL PAO,-,GMKN RM,-,,"108,769",$0,0.00%
LISTED EQUITY,-,-,-,-,LUKOIL PJSC,-,LKOH RM,-,,"18,131",$0,0.00%
LISTED EQUITY,-,-,-,-,NOVATEK PJSC,-,NVTK RU,-,,"17,479",$0,0.00%
LISTED EQUITY,-,-,-,-,POLYUS PJSC,-,PLZL RU,-,,"1,691",$0,0.00%
LISTED EQUITY,-,-,-,-,SISTEMA AFK PAO,-,AFKS RM,-,,"864,113",$0,0.00%
SUB TOTAL LISTED EQUITY,,,,,,,,,,,"$5,188,362,092",49.72%
UNLISTED EQUITY,INTERNALLY,-,-,-,ORICELL THERAPEUTICS CO. LTD.,-,-,-,,,,
UNLISTED EQUITY,INTERNALLY,-,-,-,UNITED HYDROCARBON INTERNATIONAL CORP.,-,-,-,,,,
SUB TOTAL UNLISTED EQUITY INTERNALLY,,,,,,,,,,,"$6,567,932",0.06%
UNLISTED EQUITY,EXTERNALLY,-,-,QIMING VENTURE PARTNERS,-,-,-,-,,,"$279,872,725",2.68%
UNLISTED EQUITY,EXTERNALLY,-,-,GENERAL ATLANTIC INVESTMENT PARTNERS,-,-,-,-,,,"$59,763,776",0.57%
UNLISTED EQUITY,EXTERNALLY,-,-,POTENTIA CAPITAL MANAGEMENT PTY LTD,-,-,-,-,,,"$59,497,756",0.57%
UNLISTED EQUITY,EXTERNALLY,-,-,STILLBROOK CAPITAL LIMITED,-,-,-,-,,,"$56,972,595",0.55%
UNLISTED EQUITY,EXTERNALLY,-,-,BLACKBIRD VENTURES PTY LIMITED,-,-,-,-,,,"$52,861,653",0.51%
UNLISTED EQUITY,EXTERNALLY,-,-,ADAMANTEM CAPITAL MANAGEMENT PTY LTD,-,-,-,-,,,"$37,822,431",0.36%
UNLISTED EQUITY,EXTERNALLY,-,-,CHALLENGER INVESTMENT SOLUTIONS MANAGEMENT PTY LTD,-,-,-,-,,,"$35,320,873",0.34%
UNLISTED EQUITY,EXTERNALLY,-,-,MAIN SEQUENCE VENTURES,-,-,-,-,,,"$32,056,769",0.31%
UNLISTED EQUITY,EXTERNALLY,-,-,SIGULER GUFF,-,-,-,-,,,"$31,713,980",0.30%
UNLISTED EQUITY,EXTERNALLY,-,-,QIC LIMITED,-,-,-,-,,,"$25,205,492",0.24%
UNLISTED EQUITY,EXTERNALLY,-,-,ARDIAN FRANCE S.A.,-,-,-,-,,,"$24,763,069",0.24%
UNLISTED EQUITY,EXTERNALLY,-,-,ALLEGRO FUNDS PTY LTD,-,-,-,-,,,"$23,028,889",0.22%
UNLISTED EQUITY,EXTERNALLY,-,-,LGT CAPITAL PARTNERS,-,-,-,-,,,"$17,241,322",0.17%
UNLISTED EQUITY,EXTERNALLY,-,-,HARBOURVEST PARTNERS LLC,-,-,-,-,,,"$13,482,425",0.13%
UNLISTED EQUITY,EXTERNALLY,-,-,AUDAX MANAGEMENT COMPANY LLC,-,-,-,-,,,"$12,979,589",0.12%
UNLISTED EQUITY,EXTERNALLY,-,-,LIGHTROCK LLP,-,-,-,-,,,"$9,742,764",0.09%
UNLISTED EQUITY,EXTERNALLY,-,-,INDUSTRY SUPER HOLDINGS PTY LTD,-,-,-,-,,,"$5,053,067",0.05%
UNLISTED EQUITY,EXTERNALLY,-,-,ROC CAPITAL PTY LIMITED,-,-,-,-,,,"$1,132,898",0.01%
UNLISTED EQUITY,EXTERNALLY,-,-,UBS SECURITIES AUSTRALIA LIMITED,-,-,-,-,,,"$832,447",0.01%
UNLISTED EQUITY,EXTERNALLY,-,-,MACQUARIE INVESTMENT MANAGEMENT LTD,-,-,-,-,,,"$803,640",0.01%
UNLISTED EQUITY,EXTERNALLY,-,-,NEWBURY PARTNERS LLC,-,-,-,-,,,"$650,925",0.01%
UNLISTED EQUITY,EXTERNALLY,-,-,STAFFORD CAPITAL PARTNERS,-,-,-,-,,,"$488,061",0.00%
UNLISTED EQUITY,EXTERNALLY,-,-,WILSHIRE,-,-,-,-,,,"$337,337",0.00%
UNLISTED EQUITY,EXTERNALLY,-,-,CONTINUITY CAPITAL PARTNERS PTY LIMITED,-,-,-,-,,,"$272,171",0.00%
UNLISTED EQUITY,EXTERNALLY,-,-,IFM INVESTORS PTY LTD,-,-,-,-,,,"$30,882",0.00%
UNLISTED EQUITY,EXTERNALLY,-,-,PANTHEON,-,-,-,-,,,"$13,424",0.00%
UNLISTED EQUITY,EXTERNALLY,-,-,"OAKTREE CAPITAL MANAGEMENT, L.P.",-,-,-,-,,,"$5,007",0.00%
SUB TOTAL UNLISTED EQUITY EXTERNALLY,,,,,,,,,,,"$781,945,967",7.49%
LISTED PROPERTY,-,-,-,-,GOODMAN GROUP,-,GMG AU,-,,"1,834,511","$65,381,952",0.63%
LISTED PROPERTY,-,-,-,-,SCENTRE GROUP,-,SCG AU,-,,"3,848,669","$13,200,933",0.13%
LISTED PROPERTY,-,-,-,-,VICINITY LTD.,-,VCX AU,-,,"5,121,139","$10,754,390",0.10%
LISTED PROPERTY,-,-,-,-,STOCKLAND,-,SGP AU,-,,"1,865,669","$8,955,212",0.09%
LISTED PROPERTY,-,-,-,-,GPT GROUP,-,GPT AU,-,,"1,650,431","$7,212,384",0.07%
LISTED PROPERTY,-,-,-,-,CENTURIA CAPITAL GROUP,-,CNI AU,-,,"3,911,441","$6,942,808",0.07%
LISTED PROPERTY,-,-,-,-,"EQUINIX, INC.",-,EQIX US,-,,"3,829","$5,830,963",0.06%
LISTED PROPERTY,-,-,-,-,"WELLTOWER, INC.",-,WELL US,-,,"27,639","$5,625,942",0.05%
LISTED PROPERTY,-,-,-,-,"PROLOGIS, INC.",-,PLD US,-,,"30,651","$5,232,713",0.05%
LISTED PROPERTY,-,-,-,-,"SIMON PROPERTY GROUP, INC.",-,SPG US,-,,"18,794","$5,227,363",0.05%
LISTED PROPERTY,-,-,-,-,CHARTER HALL GROUP,-,CHC AU,-,,"349,788","$5,019,471",0.05%
LISTED PROPERTY,-,-,-,-,"DIGITAL REALTY TRUST, INC.",-,DLR US,-,,"16,490","$4,723,011",0.05%
LISTED PROPERTY,-,-,-,-,"VENTAS, INC.",-,VTR US,-,,"49,314","$4,690,495",0.04%
LISTED PROPERTY,-,-,-,-,DEXUS,-,DXS AU,-,,"661,525","$4,405,752",0.04%
LISTED PROPERTY,-,-,-,-,CENTURIA INDUSTRIAL REIT,-,CIP AU,-,,"1,477,362","$4,166,161",0.04%
LISTED PROPERTY,-,-,-,-,MIRVAC GROUP,-,MGR AU,-,,"1,955,073","$3,665,764",0.04%
LISTED PROPERTY,-,-,-,-,NATIONAL STORAGE REIT,-,NSR AU,-,,"1,560,606","$3,651,817",0.03%
LISTED PROPERTY,-,-,-,-,HOTEL PROPERTY INVESTMENTS LTD.,-,HPI AU,-,,"928,573","$3,482,148",0.03%
LISTED PROPERTY,-,-,-,-,"EXTRA SPACE STORAGE, INC.",-,EXR US,-,,"14,032","$3,390,292",0.03%
LISTED PROPERTY,-,-,-,-,WAYPOINT REIT LTD.,-,WPR AU,-,,"1,405,696","$3,275,272",0.03%
LISTED PROPERTY,-,-,-,-,HOMECO DAILY NEEDS REIT,-,HDN AU,-,,"2,734,499","$3,131,002",0.03%
LISTED PROPERTY,-,-,-,-,REGION RE LTD.,-,RGN AU,-,,"1,438,266","$2,977,211",0.03%
LISTED PROPERTY,-,-,-,-,CHARTER HALL LONG WALE REIT,-,CLW AU,-,,"782,060","$2,924,905",0.03%
LISTED PROPERTY,-,-,-,-,MITSUI FUDOSAN CO. LTD.,-,8801 JP,-,,"205,396","$2,680,741",0.03%
LISTED PROPERTY,-,-,-,-,"IRON MOUNTAIN, INC.",-,IRM US,-,,"15,109","$2,565,022",0.02%
LISTED PROPERTY,-,-,-,-,"AVALONBAY COMMUNITIES, INC.",-,AVB US,-,,"7,203","$2,559,190",0.02%
LISTED PROPERTY,-,-,-,-,"UDR, INC.",-,UDR US,-,,"33,243","$2,330,747",0.02%
